EmpID,Equity,TrainingCost,EquipmentCost,TotalLeaves,TotalIncome,TotalExpense,TotalSavings
4081,Stocks,1218.45,3364.74,26,90630.69,89714.32,916.3699999999953
4082,Options,3753.62,3961.9,15,145135.02,42022.13,103112.88999999998
4083,Stocks,4040.63,1571.62,14,143455.05,49701.16,93753.88999999998
4084,Stocks,2236.55,2670.42,3,148806.47,77610.98,71195.49
4085,Options,2119.34,1484.12,24,140989.4,46041.5,94947.9
4086,Stocks,2703.64,1567.46,6,76740.9,81237.38,-4496.4800000000105
4087,Stocks,2987.59,3653.3,13,199920.1,40639.3,159280.8
4088,Stocks,1153.49,4013.14,13,167596.88,74069.94,93526.94
4089,Stocks,1948.51,4400.75,12,174059.22,54469.36,119589.86
4090,Options,2124.09,3801.98,17,90678.37,44910.24,45768.13
4091,Stocks,3075.74,1274.51,29,143771.19,36623.18,107148.01000000001
4092,Options,4346.63,1811.6,2,175144.68,52322.99,122821.69
4093,Stocks,2274.11,1053.61,27,66747.43,85525.77,-18778.34000000001
4094,Stocks,3311.0,3301.91,0,88602.81,83236.97,5365.8399999999965
4095,Stocks,1113.17,1280.73,13,128845.17,67294.96,61550.20999999999
4096,Stocks,3206.63,3363.0,19,95607.06,76836.45,18770.61
4097,Stocks,3310.66,2295.73,18,82453.56,28333.05,54120.509999999995
4098,Stocks,3001.29,4200.08,22,162658.67,81978.48,80680.19000000002
4099,Options,4671.7,1706.77,8,185826.74,57423.71,128403.03
4100,Options,2733.01,1045.95,23,74822.16,35810.01,39012.15
4101,Options,4204.69,3193.62,12,172861.35,58640.83,114220.52
4102,Stocks,3907.93,1543.5,14,181535.32,21740.64,159794.68
4103,Stocks,3996.93,2902.6,3,158953.73,25329.12,133624.61000000002
4104,Options,2566.43,3294.63,12,118632.53,54935.66,63696.869999999995
4105,Stocks,2395.57,2668.95,8,59034.0,22239.48,36794.520000000004
4106,Options,3493.57,2759.1,20,196487.49,48049.26,148438.22999999998
4107,Stocks,2085.26,3321.28,26,76889.38,23953.9,52935.48
4108,Options,3753.86,1086.25,26,161332.84,82622.67,78710.17
4109,Options,1930.21,1496.12,29,175933.45,51195.05,124738.40000000001
4110,Stocks,1359.87,1894.23,0,75216.76,68689.29,6527.470000000001
4111,Options,2135.8,2585.65,9,111443.66,57146.23,54297.43
4112,Stocks,1447.3,1148.64,23,118042.37,69873.11,48169.259999999995
4113,Options,2178.02,2060.2,2,74383.41,53400.08,20983.33
4114,Options,1001.01,1385.97,16,58611.43,99952.59,-41341.159999999996
4115,Options,2780.38,2854.81,13,83920.87,92756.62,-8835.75
4116,Options,2574.59,861.43,23,159102.61,26046.99,133055.62
4117,Options,3723.97,3844.78,27,159507.69,22074.24,137433.45
4118,Options,2457.86,2666.27,9,190418.71,55745.2,134673.51
4119,Stocks,4904.82,2739.1,2,183264.01,37907.17,145356.84000000003
4120,Stocks,4599.45,4886.17,14,119844.9,76617.11,43227.78999999999
4121,Stocks,3815.13,2031.05,24,182439.28,88519.04,93920.24
4122,Options,3207.01,605.91,14,168525.8,24605.64,143920.15999999997
4123,Options,4302.84,2690.43,10,121672.78,46601.05,75071.73
4124,Options,1721.71,4284.52,15,85696.89,55149.46,30547.43
4125,Stocks,1116.85,4216.25,24,142552.16,34709.59,107842.57
4126,Options,3333.61,2933.86,15,85580.24,24689.53,60890.71000000001
4127,Stocks,3335.01,759.98,1,126026.75,87172.31,38854.44
4128,Stocks,2627.57,3876.06,3,196324.12,69560.68,126763.44
4129,Options,3974.19,3101.78,5,103505.97,35933.52,67572.45000000001
4130,Stocks,1330.87,2847.13,3,114700.72,74611.12,40089.600000000006
4131,Options,3028.77,1638.32,27,172584.5,42913.94,129670.56
4132,Stocks,1602.47,2462.51,4,194761.96,80003.46,114758.49999999999
4133,Stocks,4286.15,4308.96,11,161146.63,73732.33,87414.3
4134,Stocks,2626.3,690.12,19,128549.09,21768.7,106780.39
4135,Options,3516.05,2224.64,11,80684.42,95327.74,-14643.320000000007
4136,Options,2618.19,4688.62,30,79295.7,28420.52,50875.17999999999
4137,Stocks,2844.53,1079.92,10,158776.03,39256.34,119519.69
4138,Options,4896.41,1390.46,1,167318.07,63053.11,104264.96
4139,Stocks,2851.29,4619.47,19,184720.6,63347.81,121372.79000000001
4140,Options,3650.59,1489.04,19,193919.39,81270.1,112649.29000000001
4141,Options,2750.98,4985.38,0,69617.73,93280.75,-23663.020000000004
4142,Options,3641.22,4971.53,5,188109.49,59538.95,128570.54
4143,Stocks,4808.86,3401.37,14,185021.23,61207.6,123813.63
4144,Stocks,4006.19,3899.57,18,118890.43,42407.22,76483.20999999999
4145,Stocks,4923.88,3622.44,23,131269.05,59261.46,72007.59
4146,Stocks,1608.62,3117.88,8,97496.63,66418.35,31078.28
4147,Stocks,3573.03,1864.42,7,63012.53,26605.47,36407.06
4148,Stocks,2472.49,2468.85,17,183052.03,52852.19,130199.84
4149,Stocks,1334.96,4173.01,21,132130.33,76082.4,56047.92999999999
4150,Options,1213.48,4018.99,23,194385.56,32439.69,161945.87
4151,Stocks,4240.83,3049.86,16,108342.59,40507.44,67835.15
4152,Stocks,2437.5,974.68,8,178759.07,71954.49,106804.58
4153,Stocks,1639.97,1738.28,3,169528.2,66232.62,103295.58000000002
4154,Options,3524.57,4447.13,18,128403.54,91828.91,36574.62999999999
4155,Stocks,4569.26,2623.79,25,182971.36,48273.76,134697.59999999998
4156,Stocks,3141.76,2131.96,18,176662.19,79342.69,97319.5
4157,Options,1058.74,2327.38,4,122799.13,93735.3,29063.83
4158,Stocks,4311.42,3156.88,19,75826.82,27802.22,48024.600000000006
4159,Options,3398.89,4709.91,15,183619.77,72001.41,111618.35999999999
4160,Stocks,3229.2,1799.25,5,133812.86,29264.8,104548.05999999998
4161,Options,1926.41,4389.0,13,102087.12,91068.92,11018.199999999997
4162,Stocks,4693.18,2205.01,15,192488.02,49662.01,142826.00999999998
4163,Options,1502.96,4454.99,21,151171.49,40265.2,110906.29
4164,Stocks,4410.4,4289.61,21,90235.18,70332.44,19902.73999999999
4165,Options,3296.59,2068.22,16,192388.8,33705.42,158683.38
4166,Stocks,1672.69,2846.68,23,60118.24,87439.66,-27321.420000000006
4167,Stocks,1096.72,921.66,30,188560.27,97625.21,90935.05999999998
4168,Options,4372.67,2702.09,8,135197.14,50719.3,84477.84000000001
4169,Options,2913.91,1438.84,11,152416.66,67704.44,84712.22
4170,Options,4604.11,3247.09,14,153613.33,71252.11,82361.21999999999
4171,Stocks,2822.93,2325.78,18,152391.25,99374.34,53016.91
4172,Stocks,2856.22,2572.22,19,118093.11,29209.44,88883.67
4173,Stocks,4379.49,4288.05,26,111702.93,43550.36,68152.56999999999
4174,Options,1147.4,4444.2,21,101462.02,28623.22,72838.8
4175,Options,3131.14,2300.93,27,76786.61,97302.43,-20515.819999999992
4176,Options,4262.1,2429.29,28,151783.98,47894.56,103889.42000000001
4177,Stocks,4117.01,2836.55,3,198380.82,77038.9,121341.92000000001
4178,Options,1671.98,3958.13,24,192274.73,85769.41,106505.32
4179,Stocks,1336.73,692.25,24,126095.89,31736.94,94358.95
4180,Stocks,3346.43,2071.6,19,134168.29,95346.54,38821.750000000015
4181,Options,3881.04,3041.74,9,133378.42,28624.14,104754.28000000001
4182,Stocks,1154.6,2583.01,13,181692.58,98683.45,83009.12999999999
4183,Options,2870.25,1252.3,8,140212.7,39715.45,100497.25000000001
4184,Options,4211.4,4857.14,5,132529.17,74179.89,58349.28000000001
4185,Options,3780.91,3541.77,11,77080.34,38189.83,38890.509999999995
4186,Options,4974.87,3332.87,18,62555.71,75983.03,-13427.32
4187,Stocks,3198.65,731.9,25,197930.11,24705.55,173224.56
4188,Options,4994.04,2075.14,28,147025.96,95081.23,51944.729999999996
4189,Stocks,4508.8,863.09,30,132745.31,79375.31,53370.0
4190,Options,4214.32,4435.01,9,188828.45,87055.04,101773.41000000002
4191,Stocks,2079.68,2722.23,5,136789.63,90945.04,45844.59000000001
4192,Stocks,4194.78,4677.24,8,90438.94,98537.25,-8098.309999999998
4193,Options,4718.49,967.23,29,72810.62,45015.77,27794.85
4194,Options,1251.08,3682.65,28,87477.72,70595.46,16882.259999999995
4195,Stocks,1823.86,2605.95,20,79997.52,46757.46,33240.060000000005
4196,Stocks,1668.54,2180.23,3,192323.44,92093.2,100230.24
4197,Options,1086.44,3279.44,4,134788.42,39196.77,95591.65000000002
4198,Options,4505.38,824.17,16,165913.18,28562.12,137351.06
4199,Options,3206.48,3884.21,10,104157.11,49901.09,54256.020000000004
4200,Stocks,2400.13,533.3,25,150531.92,99173.64,51358.28000000001
4201,Stocks,2629.87,2265.56,29,179548.0,62592.37,116955.63
4202,Options,3918.97,4611.62,13,101496.41,62428.67,39067.740000000005
4203,Options,3627.86,1398.97,11,67099.13,61655.68,5443.450000000004
4204,Options,4066.97,1690.56,13,119300.1,41604.65,77695.45000000001
4205,Stocks,4757.86,1101.66,19,185457.28,72826.88,112630.4
4206,Options,4390.97,4275.18,19,193547.87,34511.66,159036.21
4207,Options,1095.51,2354.14,0,140619.49,62769.38,77850.10999999999
4208,Options,4104.42,4718.67,0,156198.44,63459.89,92738.55
4209,Options,2335.19,1720.95,3,60511.58,90116.99,-29605.410000000003
4210,Options,3061.17,4289.05,3,180009.31,86849.23,93160.08
4211,Options,3985.73,1315.19,8,172396.09,66454.6,105941.48999999999
4212,Stocks,3054.58,2746.89,12,55942.99,78981.39,-23038.4
4213,Options,3611.01,3060.13,28,113859.28,29940.19,83919.09
4214,Options,3079.8,4171.03,9,191641.36,33736.76,157904.59999999998
4215,Options,1741.24,4008.48,13,116312.5,55749.48,60563.02
4216,Options,1523.63,3279.47,7,99659.94,35491.8,64168.14
4217,Stocks,4873.69,4626.98,11,102247.29,97836.68,4410.610000000001
4218,Options,2229.56,1304.21,12,175043.27,27664.51,147378.75999999998
4219,Stocks,4262.68,2558.85,12,163758.72,70589.07,93169.65
4220,Stocks,1383.84,4825.19,27,85247.78,91663.11,-6415.330000000002
4221,Options,4159.66,2467.3,4,191745.53,74130.25,117615.28
4222,Stocks,2499.66,3917.98,11,169428.88,23046.55,146382.33000000002
4223,Stocks,4691.76,2508.31,9,138361.82,75587.61,62774.21000000001
4224,Stocks,1559.02,3870.96,7,110766.63,41826.62,68940.01000000001
4225,Stocks,4265.36,958.15,7,86138.93,78194.06,7944.869999999995
4226,Stocks,1332.83,2858.51,22,166708.79,52802.79,113906.0
4227,Options,4114.67,4780.08,0,84936.05,49345.81,35590.240000000005
4228,Stocks,3948.87,3745.96,29,130237.8,31400.9,98836.9
4229,Stocks,1072.07,2839.74,3,186193.59,81294.77,104898.81999999999
4230,Options,3394.29,2785.22,1,113949.59,55499.0,58450.59
4231,Options,4965.97,1596.76,23,155557.97,72871.37,82686.6
4232,Stocks,4949.68,1961.2,7,189484.44,65256.51,124227.93
4233,Stocks,3341.9,1674.36,16,165522.4,27040.31,138482.09
4234,Stocks,3373.4,2908.35,17,120982.65,89767.15,31215.5
4235,Options,4046.55,4795.38,18,143073.68,92045.92,51027.759999999995
4236,Options,4035.9,3681.53,4,131499.22,99357.39,32141.83
4237,Options,1879.94,2903.94,8,158473.06,65024.37,93448.69
4238,Stocks,1823.23,1437.88,1,142220.44,68908.43,73312.01000000001
4239,Stocks,4235.87,2115.31,15,117881.04,31151.56,86729.48
4240,Stocks,2573.16,3403.68,7,101524.85,50628.52,50896.33000000001
4241,Options,4886.03,4771.72,18,165298.79,42536.43,122762.36000000002
4242,Stocks,2724.97,3854.4,3,105248.91,70463.75,34785.16
4243,Stocks,1031.76,3768.14,30,185583.62,78076.54,107507.08
4244,Options,2386.22,3463.27,21,65070.9,44907.58,20163.32
4245,Options,2819.07,1624.78,8,192095.53,95393.32,96702.20999999999
4246,Stocks,4917.21,3744.49,14,171903.28,86659.88,85243.4
4247,Options,3196.41,4412.45,22,183074.37,78345.48,104728.89
4248,Stocks,4543.65,1437.2,1,143699.86,89095.63,54604.22999999998
4249,Stocks,2604.44,4725.57,13,101406.2,92958.74,8447.459999999992
4250,Options,4219.52,3149.35,25,74781.81,96334.74,-21552.930000000008
4251,Stocks,1067.81,2344.6,17,75649.26,56603.92,19045.339999999997
4252,Options,4242.0,4911.48,10,177620.06,78059.33,99560.73
4253,Options,2516.43,1068.94,4,187404.09,52460.6,134943.49
4254,Stocks,4587.81,4227.87,28,112391.65,93671.23,18720.42
4255,Stocks,4694.66,2546.98,21,71562.8,40900.31,30662.490000000005
4256,Options,1490.01,3151.4,6,181941.21,57686.96,124254.25
4257,Options,4697.07,3334.18,0,115057.67,66135.95,48921.72
4258,Stocks,3599.33,3090.83,23,125499.57,25359.13,100140.44
4259,Options,2114.62,991.22,18,111163.76,63056.68,48107.079999999994
4260,Options,3660.13,3042.81,24,87763.33,62161.27,25602.060000000005
4261,Options,3766.29,4652.16,2,152275.57,62785.46,89490.11000000002
4262,Stocks,3449.94,3279.26,5,76696.5,28688.11,48008.39
4263,Stocks,3818.13,1628.12,28,114397.82,63976.74,50421.08000000001
4264,Options,2417.81,2683.17,29,176553.99,83529.42,93024.56999999999
4265,Options,1727.21,2081.16,3,72251.65,65147.8,7103.849999999991
4266,Options,2241.33,2435.43,12,103227.29,89837.38,13389.909999999989
4267,Options,3299.36,1380.2,13,159435.78,49518.8,109916.98
4268,Options,2350.24,1645.72,12,132753.37,58227.01,74526.35999999999
4269,Options,1042.1,1501.85,3,55922.2,54038.57,1883.6299999999974
4270,Options,3045.29,2178.04,17,61410.85,81639.95,-20229.1
4271,Stocks,3757.51,1173.9,14,142221.0,21580.34,120640.66
4272,Options,2577.78,1065.92,23,74275.99,37317.82,36958.170000000006
4273,Options,1767.82,2479.19,9,177758.62,51881.27,125877.35
4274,Stocks,2440.0,4371.24,6,142981.97,51835.57,91146.4
4275,Stocks,3211.06,606.5,19,62766.86,94414.13,-31647.270000000004
4276,Stocks,3371.74,580.98,0,50843.26,44919.82,5923.440000000002
4277,Stocks,1747.22,3729.77,25,157083.05,43811.1,113271.94999999998
4278,Options,1086.45,3129.06,20,51768.05,82956.75,-31188.699999999997
4279,Stocks,2672.86,715.5,23,53907.18,90617.39,-36710.21
4280,Options,4235.22,2374.61,12,170491.71,44239.57,126252.13999999998
4281,Options,4261.0,611.05,8,194442.43,80808.48,113633.95
4282,Options,1873.88,1426.02,29,197364.6,24446.42,172918.18
4283,Stocks,2123.98,2276.79,22,101740.37,92013.99,9726.37999999999
4284,Stocks,4274.21,2936.79,16,183324.79,99111.38,84213.41
4285,Options,4952.04,4386.82,5,112049.24,90630.95,21418.290000000008
4286,Options,3493.94,4835.12,15,110214.89,57756.79,52458.1
4287,Stocks,2525.43,2973.77,28,169127.41,24044.16,145083.25
4288,Options,2448.94,910.62,5,50531.36,31479.04,19052.32
4289,Options,2271.16,3551.55,1,199793.54,69414.83,130378.71
4290,Options,3933.89,4675.92,18,61868.67,49286.62,12582.049999999996
4291,Options,4373.25,3858.61,4,135041.13,68562.96,66478.17
4292,Stocks,4820.69,4075.37,27,181521.13,44341.52,137179.61000000002
4293,Stocks,2819.44,4744.75,10,75382.75,22856.66,52526.09
4294,Stocks,1799.63,939.65,22,103437.7,44116.63,59321.07
4295,Options,4741.91,3794.3,4,71749.96,93837.79,-22087.829999999987
4296,Options,4621.12,2496.86,13,90498.78,31484.46,59014.32
4297,Options,4075.28,1226.62,1,185832.56,50654.76,135177.8
4298,Stocks,2606.85,1135.08,27,65417.13,80295.33,-14878.200000000004
4299,Stocks,3678.86,1121.16,8,160060.37,24566.32,135494.05
4300,Stocks,4637.56,2347.32,7,98855.9,54883.74,43972.159999999996
4301,Stocks,3132.05,1048.07,7,102910.7,60650.86,42259.84
4302,Options,4301.48,1590.27,28,111913.97,93940.16,17973.809999999998
4303,Stocks,3260.28,3777.76,29,190720.54,86493.03,104227.51000000001
4304,Options,1286.75,1428.28,11,177500.59,99154.61,78345.98
4305,Stocks,1010.25,4950.25,17,60400.64,61179.53,-778.8899999999994
4306,Options,1512.99,2923.86,0,133233.45,51112.55,82120.90000000001
4307,Options,2191.0,2077.63,26,78849.8,68914.35,9935.449999999997
4308,Options,3246.39,4948.89,13,80805.02,96983.92,-16178.899999999994
4309,Options,2179.03,2440.66,12,137977.26,50818.91,87158.35
4310,Stocks,4991.95,2718.61,0,174740.17,51550.97,123189.20000000001
4311,Options,2891.01,584.07,23,176431.43,71387.18,105044.25
4312,Options,1705.02,1276.64,24,136672.26,73305.59,63366.67000000001
4313,Stocks,1156.99,3795.18,25,56700.07,56626.33,73.73999999999796
4314,Stocks,1849.78,3033.33,12,89815.81,60771.11,29044.699999999997
4315,Options,1980.82,2536.57,11,78632.67,68510.1,10122.569999999992
4316,Options,3363.78,965.75,25,98605.95,92377.39,6228.559999999998
4317,Options,4388.51,840.18,4,60927.11,26514.09,34413.020000000004
4318,Options,3428.08,2003.64,18,113905.93,58024.09,55881.84
4319,Stocks,4023.82,3222.7,14,124790.87,49515.5,75275.37
4320,Stocks,3679.99,3738.64,13,90139.87,61136.32,29003.549999999996
4321,Options,1953.72,3227.85,11,122882.07,93081.34,29800.73000000001
4322,Options,1463.78,4037.56,13,92655.07,71142.93,21512.140000000014
4323,Options,3318.21,2695.58,21,152884.48,67186.18,85698.30000000002
4324,Options,4296.84,547.85,30,105677.91,59451.73,46226.18
4325,Stocks,1263.31,817.12,9,66669.18,59821.13,6848.049999999996
4326,Stocks,4998.72,2254.53,25,172719.39,36505.45,136213.94
4327,Options,2053.6,4563.96,25,65689.48,62787.51,2901.969999999994
4328,Stocks,3505.13,2599.61,0,122119.36,48634.65,73484.70999999999
4329,Stocks,4974.73,3596.39,14,139298.84,78595.7,60703.14
4330,Options,1848.53,1784.95,24,112464.15,43635.45,68828.7
4331,Stocks,1033.07,559.55,25,175047.58,92444.63,82602.94999999998
4332,Options,1750.43,4167.36,12,131441.75,77869.99,53571.759999999995
4333,Options,1570.13,3445.77,21,88547.75,90393.15,-1845.3999999999942
4334,Stocks,2235.4,3954.75,26,77905.0,51377.63,26527.370000000003
4335,Options,4349.92,3521.65,21,65241.78,82615.43,-17373.649999999994
4336,Options,2522.62,550.04,2,113887.54,31792.82,82094.72
4337,Stocks,2037.36,4871.33,4,96302.85,51627.98,44674.87
4338,Options,4898.52,3003.29,14,138690.4,33656.36,105034.04
4339,Stocks,1946.66,3855.74,10,157197.15,38068.94,119128.20999999999
4340,Stocks,2867.13,3674.07,10,102601.07,20407.2,82193.87000000001
4341,Stocks,1767.74,593.57,7,193514.57,95059.08,98455.49
4342,Stocks,2573.41,2479.82,7,197314.01,25812.93,171501.08000000002
4343,Stocks,1472.31,2021.8,26,139840.76,53799.23,86041.53
4344,Options,2999.03,2955.39,7,113853.51,49703.38,64150.13
4345,Options,2991.3,2028.16,24,181941.95,50064.16,131877.79
4346,Options,1672.77,3219.53,11,141098.28,89117.74,51980.53999999999
4347,Stocks,3891.11,2931.2,15,79927.92,74329.49,5598.429999999993
4348,Stocks,3721.04,1223.77,0,124376.67,51112.5,73264.17
4349,Stocks,4355.07,4428.51,16,100933.43,95616.22,5317.209999999992
4350,Stocks,2517.51,3851.51,8,90277.06,83516.15,6760.9100000000035
4351,Stocks,3512.09,2288.62,26,128237.53,45960.42,82277.11
4352,Options,3979.66,853.98,12,139469.01,91360.78,48108.23000000001
4353,Options,4333.75,4944.72,3,185153.68,90900.07,94253.60999999999
4354,Stocks,3684.42,2976.32,6,91421.35,47823.73,43597.62
4355,Options,4192.09,1526.88,9,194571.53,90314.64,104256.89
4356,Options,1830.46,4640.55,3,95134.87,77250.0,17884.869999999995
4357,Options,2112.38,2236.1,2,115496.15,70325.3,45170.84999999999
4358,Options,2137.18,3622.35,17,189205.49,80310.08,108895.40999999999
4359,Stocks,3933.6,2368.76,17,120996.42,86874.75,34121.67
4360,Stocks,3410.35,2930.24,6,164038.45,68256.63,95781.82
4361,Stocks,4431.64,3370.51,10,61859.93,83852.22,-21992.29
4362,Stocks,3566.87,4563.43,26,156148.05,24899.19,131248.86
4363,Stocks,1539.69,1561.54,16,160491.96,46843.68,113648.28
4364,Stocks,2163.84,3264.3,29,176023.28,45539.02,130484.26000000001
4365,Options,1998.94,4874.35,19,73305.03,58663.01,14642.019999999997
4366,Stocks,4934.29,3135.62,30,197205.6,31194.01,166011.59
4367,Stocks,1355.03,829.87,7,171921.06,92882.97,79038.09
4368,Stocks,3070.96,2981.51,19,146219.9,70986.34,75233.56
4369,Options,2058.21,4214.33,5,64871.22,86804.11,-21932.89
4370,Stocks,1881.69,2207.2,13,55566.43,58833.63,-3267.199999999997
4371,Stocks,3326.41,4379.2,4,151856.43,47519.05,104337.37999999999
4372,Stocks,2447.91,3120.79,6,93784.17,82331.6,11452.569999999992
4373,Stocks,4522.73,2069.49,16,51046.15,31202.37,19843.780000000002
4374,Options,4762.59,575.95,1,70765.54,88335.38,-17569.84000000001
4375,Stocks,1797.5,933.53,28,110357.02,97194.6,13162.419999999998
4376,Stocks,3261.64,1737.73,6,68038.84,97063.92,-29025.08
4377,Stocks,4552.55,834.97,2,149505.03,84664.92,64840.11
4378,Stocks,4066.83,3530.9,7,169259.86,50499.89,118759.96999999999
4379,Options,4402.38,4838.19,25,90373.94,28756.93,61617.01
4380,Stocks,2207.95,1319.85,8,122375.47,94852.96,27522.509999999995
4381,Stocks,4980.51,1120.66,30,185711.59,23836.32,161875.27
4382,Stocks,4912.82,1160.22,4,161079.24,40236.09,120843.15
4383,Stocks,1650.78,2569.75,15,82628.38,80539.6,2088.779999999999
4384,Stocks,4261.6,1735.37,3,65317.27,72753.17,-7435.9000000000015
4385,Options,2001.17,2250.63,8,132986.56,70351.64,62634.92
4386,Stocks,3522.58,771.29,14,152257.13,97312.81,54944.32000000001
4387,Options,2030.19,2728.96,2,161587.28,71465.54,90121.74
4388,Stocks,2477.29,2300.76,26,158391.23,38437.91,119953.32
4389,Options,2817.44,4974.01,26,157925.07,47986.82,109938.25
4390,Options,2623.14,3421.02,24,169605.63,20152.8,149452.83000000002
4391,Options,1077.89,3258.74,24,123619.36,88029.25,35590.11
4392,Stocks,2871.51,4692.48,12,55232.15,68134.18,-12902.029999999992
4393,Options,3175.0,2433.47,5,159019.61,48258.86,110760.74999999999
4394,Options,3520.02,3243.11,13,173181.28,43747.88,129433.4
4395,Stocks,3838.02,2537.75,23,65732.63,63132.98,2599.6500000000015
4396,Stocks,2785.4,4275.06,8,103561.25,82130.72,21430.53
4397,Options,4827.49,3974.72,29,123401.92,66398.45,57003.47
4398,Stocks,4066.26,4569.22,4,59065.5,60435.11,-1369.6100000000006
4399,Stocks,4468.13,2714.52,12,189220.27,64639.16,124581.10999999999
4400,Options,2059.65,3328.75,0,107152.66,23991.05,83161.61
4401,Options,2844.68,1480.14,16,79447.88,37140.71,42307.170000000006
4402,Options,3512.86,4210.83,28,196962.4,50994.43,145967.97
4403,Stocks,1197.14,2595.81,1,171553.84,88015.27,83538.56999999999
4404,Options,2064.6,1601.19,14,181380.04,52591.86,128788.18000000001
4405,Options,1558.2,3646.53,27,64015.28,43495.17,20520.11
4406,Stocks,4456.62,4916.54,11,97615.22,96543.09,1072.1300000000047
4407,Options,4759.49,790.96,7,148408.02,30622.4,117785.62
4408,Stocks,4661.83,4746.33,6,123099.64,61070.86,62028.78
4409,Options,4322.78,1877.62,12,94949.94,33205.57,61744.37
4410,Options,1805.05,642.59,27,64436.56,41967.77,22468.79
4411,Options,2136.37,3718.13,29,62239.18,28357.9,33881.28
4412,Options,3684.74,4647.31,15,188947.05,39544.24,149402.81
4413,Stocks,1734.81,2368.28,18,176092.11,20927.91,155164.19999999998
4414,Options,3310.33,4841.35,15,57180.61,49833.3,7347.309999999998
4415,Stocks,1551.82,1833.61,2,192251.66,66149.39,126102.27
4416,Options,1233.64,4272.41,6,184810.98,36112.07,148698.91
4417,Options,1873.74,4743.72,20,161569.7,27635.64,133934.06
4418,Stocks,4578.4,1320.23,24,146172.98,43365.65,102807.33000000002
4419,Options,1139.62,1531.83,2,109687.26,51041.94,58645.31999999999
4420,Stocks,4271.72,2573.88,29,187255.18,58478.31,128776.87
4421,Stocks,1129.59,2598.79,9,145691.5,40203.73,105487.76999999999
4422,Stocks,2893.92,4759.66,30,135726.76,36852.34,98874.42000000001
4423,Stocks,1815.62,2628.74,17,152636.8,52987.02,99649.78
4424,Stocks,2239.48,4514.15,29,188763.82,26555.43,162208.39
4425,Options,1997.61,1894.42,11,164544.22,77616.31,86927.91
4426,Options,3622.42,754.9,4,179851.7,65959.22,113892.48000000001
4427,Options,4564.35,891.79,7,172547.54,94880.22,77667.32
4428,Stocks,4790.88,3704.37,6,104715.61,57656.84,47058.770000000004
4429,Options,1009.09,1118.82,30,155300.75,34916.87,120383.88
4430,Options,3591.46,2371.72,4,161261.71,86513.84,74747.87
4431,Stocks,4864.22,2153.33,20,198904.61,21004.56,177900.05
4432,Options,3739.71,1820.18,12,131308.26,52313.42,78994.84000000001
4433,Stocks,4889.25,2261.21,25,109124.68,64242.32,44882.35999999999
4434,Stocks,4478.79,4694.67,10,74767.36,24344.41,50422.95
4435,Stocks,3933.65,4016.38,24,94323.22,61043.82,33279.4
4436,Stocks,3460.69,3993.55,15,75122.79,97624.14,-22501.350000000006
4437,Stocks,2252.27,3013.11,3,153205.63,29271.74,123933.89
4438,Stocks,2379.49,3340.89,25,99458.04,60229.92,39228.119999999995
4439,Stocks,1443.43,944.89,25,161887.0,59512.38,102374.62
4440,Options,1215.74,3410.45,10,165627.61,79263.89,86363.71999999999
4441,Options,4129.5,3669.71,2,110308.1,59453.71,50854.39000000001
4442,Options,3390.52,4046.41,27,128092.13,61336.63,66755.5
4443,Stocks,2821.47,1148.43,21,174199.53,84334.71,89864.81999999999
4444,Stocks,4243.34,1029.51,29,115655.61,48376.09,67279.52
4445,Options,4013.92,659.98,11,97142.96,39124.47,58018.490000000005
4446,Options,4163.48,4328.98,5,63378.87,55559.21,7819.6600000000035
4447,Stocks,2120.79,2986.22,24,152430.26,52670.08,99760.18000000001
4448,Stocks,4571.71,1571.43,0,181412.83,24093.03,157319.8
4449,Options,2118.75,3681.42,2,173310.64,57167.98,116142.66
4450,Stocks,4580.06,933.64,4,83828.2,31844.9,51983.299999999996
4451,Stocks,3268.13,1275.97,17,160257.62,77394.89,82862.73
4452,Options,2444.34,2508.97,3,75014.69,73442.39,1572.300000000003
4453,Options,1999.48,2507.07,10,172558.07,75295.48,97262.59000000001
4454,Stocks,3307.13,1151.62,14,188344.6,32912.49,155432.11000000002
4455,Stocks,1842.38,3276.25,16,77742.43,25433.61,52308.81999999999
4456,Options,4770.81,4915.35,30,166073.68,45181.1,120892.57999999999
4457,Options,2980.03,1350.92,2,199881.08,33019.67,166861.40999999997
4458,Options,2065.16,3693.39,22,186920.27,24722.56,162197.71
4459,Stocks,2518.41,1307.73,13,197023.75,70268.92,126754.83
4460,Options,4684.52,2572.47,23,152520.09,78534.19,73985.9
4461,Stocks,2368.41,3432.17,20,84840.73,65772.13,19068.59999999999
4462,Stocks,2043.81,795.91,3,75858.34,69779.78,6078.559999999998
4463,Options,3556.21,2110.3,1,64426.36,37078.92,27347.440000000002
4464,Options,4229.75,786.89,4,146706.58,42542.52,104164.06
4465,Options,3291.34,632.64,16,54386.07,44789.69,9596.379999999997
4466,Stocks,3086.96,4257.83,23,68356.13,40042.48,28313.65
4467,Stocks,1113.3,2449.66,10,152082.49,83533.94,68548.54999999999
4468,Stocks,1283.32,4328.56,20,130412.64,61097.63,69315.01000000001
4469,Stocks,1626.6,1564.19,18,63708.86,49528.68,14180.18
4470,Options,4220.72,2355.95,7,52671.64,78964.12,-26292.479999999996
4471,Stocks,3470.55,1770.65,25,158471.18,23749.61,134721.57
